Headlines,Summary,URL
New video game sees Africans fantasise about taking back looted treasures,Imagine it is 2099 and a historic treaty to return African artefacts is falling apart.,https://www.bbc.com/news/articles/clyg4lgm1d2o
A singer's tragic death highlights Nigeria's snakebite problem,"The crisis is compounded by a critical shortage of affordable, properly stored antivenom.",https://www.bbc.com/news/articles/cdjn1zwm0g7o
From Hollywood to the homeland: Why African countries are courting black American stars,Ciara and Samuel L Jackson are among the big names who have become citizens of African countries in recent years.,https://www.bbc.com/news/articles/c86vz6v07d3o
Nigerians hang on to hope of 2026 World Cup reprieve,Nigeria fans are still hoping Fifa may rule in their favour over allegations that DR Congo fielded ineligible players during Africa's 2026 World Cup play-offs.,https://www.bbc.com/sport/football/articles/c07jzv51ygvo
Zimbabwe through at T20 World Cup after washout,Zimbabwe qualify for the Super 8s at the T20 World Cup as rain washes out their Group B game against Ireland.,https://www.bbc.com/sport/cricket/articles/czj1e0m4rk0o
Africa Cup of Nations 2027 set for June-July slot,"Afcon 2027 will be held in June and July next year and reports the finals could be delayed are ""totally unfounded"", says African football boss Patrice Motsepe.",https://www.bbc.com/sport/football/articles/cpqw9llqpwpo
Brilliant Muzarabani helps Zimbabwe stun Australia,Blessing Muzarabani claims a superb 4-17 as Zimbabwe held their nerve to stun Australia with a thrilling 23-run win in the T20 World Cup.,https://www.bbc.com/sport/cricket/articles/cy4wp31nz19o
Proteas edge Afghanistan after two super overs,South Africa pull off a memorable victory over Afghanistan in the T20 World Cup as the Proteas edge past their opponents after two super overs in Ahmedabad.,https://www.bbc.com/sport/cricket/articles/cqlgvqz027ko
At the scene: Muslims killed 'over rejection of extremist ideology' in Nigeria,"At least 78 bodies have been buried, while it's feared that more than 170 people were killed altogether.",https://www.bbc.com/news/videos/czej7xpx0x9o
'The water took everything': Mozambique hit by worst floods in decades,"Nearly 700,000 people have been affected by weeks of severe flooding in Mozambique",https://www.bbc.com/news/videos/cvgj5vxvxgmo
Jubilant Senegal fans join the Afcon champions parade,Thousands of Senegal fans join the parade to celebrate Afcon champions on their return home.,https://www.bbc.com/news/videos/cgm4nj23jy8o
Senegalese fans celebrate dramatic Afcon win,Senegalese fans celebrate their team's victory at the Africa Cup of Nations.,https://www.bbc.com/news/videos/c75x19zw9e0o
South African national park closed due to floods,Ongoing floods in the north-eastern provinces of South Africa has led to the closure of the world-famous Kruger National Park.,https://www.bbc.com/news/videos/c20d9qdz7zwo
Focus on Africa Podcast,Two essential stories to round off your working day. Explaining the news from Africa,https://www.bbc.co.uk/sounds/series/p02nrtyw
South African farmers fear devastation as foot-and-mouth takes hold,The government has begun a vaccination programme but officials have been blamed for a slow response.,https://www.bbc.com/news/articles/ceqvjwre8vqo
Son of Robert Mugabe arrested in South Africa on suspicion of attempted murder,Bellarmine Mugabe is in custody after a man who worked at the place where he was staying was shot and injured.,https://www.bbc.com/news/articles/c1jkx2pkyyro
"Suspected carbon-monoxide leak kills at least 30 miners in Nigeria, witnesses say",The workers are believed to have collapsed after the gas built up in poorly ventilated tunnels.,https://www.bbc.com/news/articles/cwyk6nr80kxo
Nigeria warns against enlisting abroad after reports of deaths in Ukraine,The authorities say a growing number of citizens are being illegally recruited to fight elsewhere.,https://www.bbc.com/news/articles/cev7e3m04ngo
Motorbike raids on villages kill dozens in Nigeria,"Armed men shot locals dead, set homes alight and abducted an ""undetermined"" number of people in Niger State.",https://www.bbc.com/news/articles/ckg1y0nk641o
Planned US-funded baby vaccine trial in Guinea-Bissau blasted by WHO,"Giving some newborns in Guinea-Bissau an established hepatitis B treatment but not others is ""unethical"", it says.",https://www.bbc.com/news/articles/c78j5k2gk02o
"Sudanese city had 6,000 killed in three days, UN says","Paramilitary Rapid Support Forces (RSF) committed the atrocities in el-Fasher, says a UN report.",https://www.bbc.com/news/articles/c043753z7w3o
Kenya's border with Somalia set to re-open after almost 15 years,"Somali Islamist militant group al-Shabab has staged several attacks in Kenya, prompting the border to be closed.",https://www.bbc.com/news/articles/c70k4yw049yo
South Africa to deploy troops to tackle crime gangs,President Cyril Ramaphosa says the army will work with the police to fight organised crime and illegal mining.,https://www.bbc.com/news/articles/c0q30d20lkqo
Port city in ruins as storm rips through Madagascar and on towards Mozambique,"More than half the population is affected and most infrastructure destroyed in Toamasina, Madagascar's main port.",https://www.bbc.com/news/articles/c931zzzep0eo
At least 21 dead after boat sinks on Sudan's River Nile,"Search efforts are continuing for the missing passengers, who included children.",https://www.bbc.com/news/articles/cp851zp41m5o
Epstein survivor calls on Palace to search Andrew's files,"Juliette Bryant has called on the Palace to ""act"" on revelations about Andrew's relationship with Epstein.",https://www.bbc.com/news/articles/cvg5ww8lq9zo
Ghanaians embrace 'Fugu Day' after online mockery of traditional outfits,The iconic attire has been trending online for days following the banter between Ghanaians and Zambians.,https://www.bbc.com/news/articles/cgqg8xegxqxo
Bid launched to extend Zimbabwe president's term in office,President Mnangagwa's term in office is due to end in 2028 but a bill could open the way for him to extend that time.,https://www.bbc.com/news/articles/c15x3xl52qdo
"Son of Zambia's ex-President Lungu ordered to surrender 79 cars, petrol station and 'luxury' flats","The High Court judgement says Dalitso Lungu, 39, failed to show they were acquired lawfully.",https://www.bbc.com/news/articles/c78xdvwl70wo
Pilot praised after crash-landing faulty Somali passenger plane on seashore,All 55 people on board survived after the plane failed to land on the runway near the shoreline.,https://www.bbc.com/news/articles/c2d1pz3pxewo
Eswatini angers Madagascar junta for hosting deposed leader,Eswatini says the talks were part of regional diplomacy and not an attempt to interfere.,https://www.bbc.com/news/articles/c9v0pgj0xw2o
Eritrea accuses Ethiopia of fabricating report its troops had crossed the border,Ethiopia had alleged that Eritrean soldiers were on its territory and supporting rebels in the north.,https://www.bbc.com/news/articles/cn87lzrj1l7o
'Colossus' of Ghanaian highlife music Ebo Taylor dies at 90,"The guitarist, composer and band leader fused Ghanaian music and funk to create tracks sampled around the world.",https://www.bbc.com/news/articles/c1e9p04n8y9o
Senegal arrests 14 members of alleged paedophile gang linked to France,"Police say the ""transnational"" criminal group has been in operation since 2017.",https://www.bbc.com/news/articles/cy4wy2xy300o
How off-the-shelf drones are changing jihadist warfare in West Africa,Insurgents have carried out a wave of drone strikes on military positions in the region.,https://www.bbc.com/news/articles/cew8vldpzdyo
Man named in South Africa's police corruption probe found dead,"Reports say Wiandre Pretorius, who last week said he survived an assassination attempt, shot himself.",https://www.bbc.com/news/articles/c0j5pg0597po
King Charles to host Nigeria's first UK state visit in 37 years,President Bola Tinubu and First Lady Oluremi Tinubu will be guests at Windsor Castle from 18 to 19 March.,https://www.bbc.com/news/articles/cvg1g070zwlo
Zambian leader backs traditional Ghanaian outfit after online trolling,"Some Zambians outraged Ghanaians by describing the outfit worn by their president as a ""blouse"".",https://www.bbc.com/news/articles/cq5y5w2z344o
'They sent a letter asking to preach. Then they massacred us' - Nigerians on jihadist attack,Armed jihadists devastate a community that refused to convert to their hard-line interpretation of Islam.,https://www.bbc.com/news/articles/c1dkd3llw1lo
Nigerian court orders UK to pay £420m over 1949 killing of miners,"The colonial police, made up of Nigerians and Europeans, shot dead workers striking for better conditions.",https://www.bbc.com/news/articles/c4g3g51klyno
Fisherman fleeing elephants killed by crocodile in Zambia,The fisherman ran into a stream near the river after he and two friends encountered a herd of elephants.,https://www.bbc.com/news/articles/czx1xl98qkpo
Remaining worshippers kidnapped in Nigeria church abduction freed,They were among 177 people seized last month from during church services in northern Kaduna state.,https://www.bbc.com/news/articles/c4g3v4pjwgjo
"Dozens of Muslims 'massacred' in Nigeria for refusing to join jihadists, says governor","At least 78 bodies have been buried, while there are fears that around 170 people were killed altogether.",https://www.bbc.com/news/articles/ckgvllk3lx9o
Aid workers missing after airstrikes hit South Sudan hospital,MSF says a government air strike hit its hospital after another of its health facilities was looted.,https://www.bbc.com/news/articles/c20dq9e3qr7o
Zimbabwe's Mugabe latest former African leader to be mentioned in Epstein files,Epstein considered approaching Mugabe about a new currency in 2015 - the latest batch of files show.,https://www.bbc.com/news/articles/cy59xlez1q5o
Leader of South Africa's second largest party to step down,The surprise move may threaten the stability of the coalition government of which the DA is a key partner.,https://www.bbc.com/news/articles/c5yvneqg1xxo
Libyan prosecutors launch probe into killing of Gaddafi's son,"The 53-year-old, who was once widely seen as the second-most powerful person in Libya, was killed on Tuesday, according to Libyan media.",https://www.bbc.com/news/articles/cp37g4xgkxdo
'Notorious Tanzanian drug trafficker' arrested during raid in Zambia,Ahmed Muharram is among several suspects arrested in a major crackdown on marijuana trafficking.,https://www.bbc.com/news/articles/c3948e28e0yo
Why a beauty spot in South Africa could be about to run out of water,Official estimates suggest that around 55% of the town's drinkable water is lost to leaking pipes.,https://www.bbc.com/news/articles/cy8pleg24rvo
South Sudan's leader sacks aides after dead man appointed,The appointment of a dead opposition politician to a presidential panel caused embarrassment.,https://www.bbc.com/news/articles/cwyw71jdyk0o
Ethiopia PM hits out at Eritrea over atrocities in Tigray,Abiy Ahmed admitted for the first time in parliament that Eritrean troops had killed people in Aksum.,https://www.bbc.com/news/articles/c74vpdnj301o
Somali woman executed for murdering a child in a case that sparked outrage,Hodan Mohamud Diiriye faced a firing squad after being found guilty of beating Saabirin Saylaan to death.,https://www.bbc.com/news/articles/c3r15929grwo
South Africa's ex-President Zuma mentioned in Epstein emails over London dinner plan,The correspondence describes arrangements for a meal and there is no indication of wrongdoing by Zuma.,https://www.bbc.com/news/articles/clym08n2kggo
"Banknote bouquets could land you in jail, Kenya's central bank warns","Those defacing the currency could face seven years in jail, the central bank says ahead of Valentine's Day.",https://www.bbc.com/news/articles/c4g012lz1l0o
Shanties in a Lagos lagoon: Bulldozed and burnt,"Residents suspect the demolitions are aimed at gentrifying the waterfront in Nigeria's biggest city, but officials deny this.",https://www.bbc.com/news/articles/ce3epxznyzzo
Ghana suspends citizenship process for people of African descent,"Since 2016, those who can prove their ancestors came from Africa have been able to get Ghanaian nationality.",https://www.bbc.com/news/articles/c75x0pk6zkvo
South African singer Tyla edges out Davido to clinch Grammy,The 24-year-old bagged her second-ever Grammy beating three Nigerians and a Ugandan.,https://www.bbc.com/news/articles/c5y27872qz0o
Family seeks answers as Kenyan fighting for Russia killed in Ukraine,Clinton Nyapara Mogesa is said to have been recruited in Qatar to fight for Russian forces in Ukraine.,https://www.bbc.com/news/articles/c4gr54n8260o
Aspiring Nigerian singer dies after being bitten by a snake,"Ifunanya Nwangene, a former contestant in The Voice Nigeria, died after not getting the antivenom she needed.",https://www.bbc.com/news/articles/c77k0nlvx3yo
More than 200 killed in mine collapse in DR Congo,"The mine gave way after heavy rains on Wednesday, a local rebel spokesman says.",https://www.bbc.com/news/articles/cly381dvnvzo
The Zulu king's speech - and why it has foreigners in South Africa worried,The Zulu king was trying to calm anti-migrant feelings but ended up using a highly derogatory phrase.,https://www.bbc.com/news/articles/cd6we3009dgo
This army chief threatened to castrate opposition leader and claimed descent from Jesus,"The Ugandan president’s son, notorious for explosive remarks on X, has ambitions to succeed his father.",https://www.bbc.com/news/articles/cdjnp9m8wvgo
Mali lawmaker jailed in Ivory Coast for insulting president,"Prosecutors say Mamadou Hawa Gassama described Alassane Ouattara as a ""tyrant"" and ""an enemy of Mali"".",https://www.bbc.com/news/articles/c74vgxp0zr4o
Suspected jihadists attack airport near Niger's capital,Niger's defence ministry said four military personnel were injured and 20 attackers killed in the incident.,https://www.bbc.com/news/articles/cvgp47neze4o
Burkina Faso junta announces ban on all political parties,"The multiparty system had been ""promoting division among citizens"", the country's interior minister said.",https://www.bbc.com/news/articles/cevnlv9my1no
Fela Kuti becomes first African to get Grammys Lifetime Achievement Award,"Almost 30 years after he died, the Nigerian will posthumously receive a Lifetime Achievement Award.",https://www.bbc.com/news/articles/czx1207757xo
"Ex-Nigerian oil minister did not take bribes from industry insiders, court told",Diezani Alison-Madueke denies five counts of accepting bribes and a charge of conspiracy to commit bribery.,https://www.bbc.com/news/articles/c79ry5dwq9jo
Flights to northern Ethiopia cancelled as fears mount of renewed conflict,"Passengers received a text message about the cancellation of flights, citing ""unforeseen circumstances"".",https://www.bbc.com/news/articles/cn40r3v770lo
"Ex-Nigerian minister in bribery trial went on spending sprees, court hears","Prosecutors allege Diezani Alison-Madueke was given ""a life of luxury"" in the UK by people interested in Nigerian government contracts.",https://www.bbc.com/news/articles/ckgjprg5828o
US YouTube star IShowSpeed to get Ghanaian passport as Africa tour ends,"Ghana's foreign minister says the influencer is a ""worthy ambassador"", but some Ghanaians criticised the move.",https://www.bbc.com/news/articles/czx12q8qnweo
The model who moved to Ghana and wrapped her prosthetic leg in its famous fabric,Abena Christine Jon'el left the US and now aims to raise the profile of people with disabilities in Ghana.,https://www.bbc.com/news/articles/cwy11q1pwpgo
Nigeria president 'in great shape' after falling at Turkey reception,"On a visit to Ankara, Bola Tinubu was filmed stumbling and falling after walking past soldiers and dignitaries.",https://www.bbc.com/news/articles/cvgpz16q2xdo
South Sudan army threat to 'spare no-one' condemned,"The UN mission says it is gravely concerned by ""inflammatory rhetoric calling for violence against civilians"".",https://www.bbc.com/news/articles/c79rjjr481zo
Nigerian officers to face trial over coup-plot allegations,Following an investigation some of the 16 detained last year are accused of planning to unseat President Bola Tinubu.,https://www.bbc.com/news/articles/c9dv4wlw3yzo
Kenyan cult leader faces charges over 52 further deaths,Prosecutors say Paul Mackenzie lured the latest victims to their deaths by writing notes from his prison cell.,https://www.bbc.com/news/articles/c98jk0rrwpko
Kenya's ex-deputy president alleges assassination attempt in church attack,"The interior minister condemned the attack, which police say they are investigating.",https://www.bbc.com/news/articles/cpqyxew338po
Uganda's military chief denies army assaulted Bobi Wine's wife,"Barbara Kyagulanyi, married to the opposition leader, says she refused to reveal her husband's whereabouts.",https://www.bbc.com/news/articles/c20zdj8n7vgo
People cling to treetops as 'worst floods in a generation' sweep Mozambique,"The worst flooding in a generation hits Mozambique with teams from Brazil, South Africa and the UK helping with the rescue.",https://www.bbc.com/news/articles/cddgq9z4899o
'Half of my friends were killed': The girls returning to a school caught up in war,Twins whose classmates were killed by shelling say their deaths have made them determined to finish their studies.,https://www.bbc.com/news/articles/cd9eeyz933jo
South Sudan army chief gives soldiers seven days to crush rebellion,"Reinforcements are sent to the town of Bor, a strategic staging post on the way to the capital, Juba.",https://www.bbc.com/news/articles/cj0nn0dvg6jo
"Mandela's prison key, sunglasses and shirt can be sold after daughter wins court battle",The authorities tried to stop their export arguing they were part of the country's heritage.,https://www.bbc.com/news/articles/cp822g353y6o
'Blood was all over' - victim of Nigeria church abduction describes escape,Some 160 people are believed to be missing after attackers raided three churches in a Nigerian village on Sunday.,https://www.bbc.com/news/articles/cn422q1py95o
Ugandan MP and Bobi Wine ally arrested over election violence,The opposition politician is accused of election violence in which at least seven people were killed.,https://www.bbc.com/news/articles/cq844z9y4q9o
Bobi Wine tells the BBC from hiding he will not contest Uganda election results in court,"The losing presidential candidate calls for ""peaceful change"", saying Uganda's judiciary is not independent.",https://www.bbc.com/news/articles/c394pk4p707o
"Life of veteran Ugandan opposition leader in danger, wife says",Kizza Besigye's wife has been to visit him at Luzira Prison and says he is extremely weak.,https://www.bbc.com/news/articles/c5y2q5j71pqo
Guinea-Bissau coup leaders set December election date,Regional powers Ecowas had previously warned junta head Horta N'Tam against such a long wait for elections.,https://www.bbc.com/news/articles/cx2xxq0qpvgo
"South African police not yet able to defeat gangs, minister says","Police Minister Firoz Cachalia says organised crime is growing more complex, requiring new strategies.",https://www.bbc.com/news/articles/cx2ll9wr562o
Slashed incomes and gamers go cold turkey: The fallout from Uganda's internet shutdown,"The internet was shut during the general election, leaving many people without any income - or entertainment.",https://www.bbc.com/news/articles/cx2p54rm4k4o
Nigeria police confirm mass church abductions after previous denial,More than 160 people were reportedly taken from three churches in the northern Kaduna state.,https://www.bbc.com/news/articles/c4grw9vg7y4o
Malawi raises fuel prices by more than 40%,The new government is addressing fuel shortages and strengthening the budget but many are not happy.,https://www.bbc.com/news/articles/c5yxdgvd9pwo
Ex-president accused of murder plot expelled from Togo to Burkina Faso,Paul-Henri Sandaogo Damiba has not commented on the accusations from Burkina Faso.,https://www.bbc.com/news/articles/cddg5ermzn7o
Nigerian homicide police investigate death of singer Destiny Boy at 22,Ogun state police say they have made one arrest as they look into the death of the Afrofuji artist.,https://www.bbc.com/news/articles/cd0ykeze3xvo
US and Indonesia sign deal to cut tariffs to 19%,Washington will set a 19% tariff on most Indonesian goods in exchange for lower trade barriers for US goods,https://www.bbc.com/news/articles/cgk2d7yxm2zo
South Korea's ex-president jailed for life over martial law attempt,"Yoon Suk Yeol's December 2024 martial law bid fundamentally damaged South Korea's democracy, a judge told the court.",https://www.bbc.com/news/articles/cx28y8xd1vjo
Bill Gates pulls out of India's AI summit over Epstein files controversy,"The Gates Foundation said the decision was made to ""ensure the focus remains on the summit's key priorities"".",https://www.bbc.com/news/articles/c309qv9zglno
Revealed: The billions given to charity by ordinary Indians every year,"India’s real philanthropy engine isn’t billionaires - it’s everyday household giving, a new survey finds.",https://www.bbc.com/news/articles/c2lrjlkpw2eo
KPop stars scored the biggest global hit songs of 2025,APT by Rosé and Bruno Mars and tracks from KPop Demon Hunters were among the biggest hits of the year.,https://www.bbc.com/news/articles/c5yrgmv6jd1o
Woman accused of using ChatGPT to plan drug murders,The 21-year-old woman is accused by authorities in South Korea of secretly administering drinks containing drugs to three men in their 20s.,https://www.bbc.com/news/articles/clyv80e5dljo
Australian presenter apologises for drinking before slurred Olympics report,"Danika Mason also blamed the cold, after talking about coffee and iguanas in her live cross.",https://www.bbc.com/news/articles/cdxgnrr11rwo
Watch: Thai police go undercover as lion dancers to catch thief,"Wanted for multiple counts of theft, the suspect was caught outside a temple on the outskirts of Bangkok.",https://www.bbc.com/news/videos/c5yjl37vxvpo
Philippine VP Sara Duterte to run for president in 2028,"The daughter of former President Rodrigo Duterte has feuded spectacularly with the incumbent, Bongbong Marcos.",https://www.bbc.com/news/articles/cn5g207k7d5o
Australia bans citizen trying to return from IS camp in Syria,The person temporarily banned is among a group of 34 who this week attempted to leave the camp for Australia.,https://www.bbc.com/news/articles/c4g2dgjrx75o
Indian university faces backlash for claiming Chinese robodog as own at AI summit,A professor claimed that a robotic dog made by Chinese firm Unitree had been made by the university.,https://www.bbc.com/news/articles/cge8nd5ve00o
"Martial law, protests and a president tried for insurrection: How did South Korea get here?",A court is due to deliver its verdict in the insurrection trial of Yoon Suk Yeol.,https://www.bbc.com/news/videos/c70kw0nrxreo
China is hitting Japan where it hurts. Will PM Takaichi give in?,"From recalling pandas to cancelling tourist flights, China continues to retaliate after Takaichi's comments on Taiwan.",https://www.bbc.com/news/articles/c86y3ndqlxwo
Lunar New Year 2026: Celebrations around the world,"Millions of people around the world are celebrating the start of the Lunar New Year, with festivities taking place from Hong Kong to Buenos Aires.",https://www.bbc.com/news/videos/c39wvr1nv2no
'Dragged out and set on fire' - the Bangladesh mob killing that shocked the world,"In December, Hindu factory worker Dipu Das was lynched in Bangladesh, igniting global outrage.",https://www.bbc.com/news/articles/cj3vve6v17xo
How do you modernise mango farming?,"India's mango farmers are being urged to innovate as climate change makes cultivation ""unpredictable"".",https://www.bbc.com/news/articles/c86yl809ld6o
The Chinese AI app sending Hollywood into a panic,Clips of Deadpool and other film characters have sparked alarm within Hollywood over copyright infringement.,https://www.bbc.com/news/articles/ckg1dl410q9o
What you need to know about the verdict against South Korea's impeached president,"Yoon still faces two trials over his botched martial law order, and multiple charges.",https://www.bbc.com/news/articles/cy9y039ygdro
Yoon Suk Yeol: The former South Korean leader jailed for life for leading an insurrection,His short-lived martial law declaration in December 2024 threw the country into months of turmoil.,https://www.bbc.com/news/articles/cx2nyp3pxrko
Thai police go undercover as lion dancers to catch thief,"Wanted for multiple counts of theft, the suspect was caught outside a temple on the outskirts of Bangkok.",https://www.bbc.com/news/videos/c5yjl37vxvpo
The teacher who won $1m for turning India's slums into open-air classrooms,Rouble Nagi has spent the last three decades promoting learning among India's marginalised communities.,https://www.bbc.com/news/articles/cm28nkvrwe4o
"Who is Tarique Rahman, the Bangladesh PM who spent 17 years in exile?",Rahman's political career had been dogged by allegations of nepotism and corruption by political rivals.,https://www.bbc.com/news/articles/cj98n7k7rmgo
Long queues and confusion mar first day of India's landmark AI summit,The India-AI Impact Summit 2026 in Delhi is expected to be attended by top tech leaders from the world.,https://www.bbc.com/news/articles/ceqvjgrvpn3o
Why India’s AI summit is key to its future in tech,The BBC's Arunoday Mukharji explains why India needs to capitalise on the momentum.,https://www.bbc.com/news/videos/cgmlyrk28r0o
Singles pray to a goddess for love in Bangkok,A Lakshmi goddess shrine at a Thai shopping centre has become a place where young people come to pray for love.,https://www.bbc.com/news/videos/cn71g84yn12o
After the landslide: Can India reset ties with a BNP-led Bangladesh?,"A reset of the frayed relationship is possible, say analysts. But it will require restraint - and reciprocity.",https://www.bbc.com/news/articles/cd6z007wgg6o
Is this a 'very Chinese time in your life'? The trend boosting China's soft power,Chinamaxxing is adding more gloss to the recent flourish of Chinese soft power.,https://www.bbc.com/news/articles/cz6eljqvyp1o
Why writer Arundhati Roy's cult classic film is still relevant in India,"Nearly 40 years on, the Booker prize-winning writer's debut campus satire is set to be screened in Berlin.",https://www.bbc.com/news/articles/cn9exzl254xo
Can Bangladesh's new leader bring change after election landslide?,"Tarique Rahman is set to be Bangladesh's next prime minister, 18 months after mass protests ousted its longest-serving leader.",https://www.bbc.com/news/articles/cn0ex5d4g6xo
British couple held by Taliban describe 'culture shock' returning to UK,Peter and Barbie Reynolds were released by the Taliban in September after being detained for seven-and-a-half months.,https://www.bbc.com/news/articles/cp8rn6z1dg2o
BBC at memorial for Gen Z protesters after landmark election in Bangladesh,BBC South Asia correspondent Azadeh Moshiri visited Sheikh Hasina's former residence which is now a memorial for the student protesters killed in the 2024 uprising.,https://www.bbc.com/news/videos/c8d5q14zy9qo
Bangladesh Nationalist Party sweeps to victory in first election since Gen Z uprising,Voters are hoping for a return to democracy after 15 years of authoritarian rule under Sheikh Hasina.,https://www.bbc.com/news/articles/cgrzwn4yg7jo
AirAsia accused by artist for allegedly using his work without consent,"A Penang-based street artist says his work has been ""reproduced"" as part of a livery on an aircraft",https://www.bbc.com/news/articles/c0rjg7yny4zo
The Hindu who stood up for a Muslim and became a hero,Deepak Kumar's confronting of Hindu vigilantes is being hailed as a rare act of heroism. It's also got him death threats.,https://www.bbc.com/news/articles/c5y2ypzn1g5o
Japan says it seized Chinese vessel amid tensions with Beijing,"The fishing boat tried to flee when ordered to stop for an inspection inside Japan's territorial waters, authorities say.",https://www.bbc.com/news/articles/c2e4791re38o
What do we know about Kim Jong Un's daughter - and expected successor?,"Kim Jong Un has chosen Miss Kim as his heir, South Korea's spy agency says - but what exactly do we know about her?",https://www.bbc.com/news/articles/cvgvgj7ejqdo
Polls close in first election since Gen Z protests ousted Bangladesh leader,Voters are hoping for a return to democracy after 15 years of authoritarian rule under Sheikh Hasina.,https://www.bbc.com/news/articles/cy7jdmvn3l0o
"Jailed Imran Khan loses most of his vision in right eye, says lawyer","The former Pakistan prime minister is ""visibly perturbed and deeply distressed"" by it, his lawyer says.",https://www.bbc.com/news/articles/c3rzx1v94p8o
"Kim Jong Un chooses teen daughter as heir, says Seoul",South Korea's spy agency says Ki Ju Ae's prominent public presence indicates she is the chosen heir.,https://www.bbc.com/news/articles/cn0e1g7kwglo
China's Xi Jinping makes rare reference to recent military purge,"Zhang Youxia, widely seen as Xi's closest military ally, was in January removed from his post.",https://www.bbc.com/news/articles/cg5n7064p9eo
Principal shot in Thailand school siege dies of injuries,A gunman who laid siege to the school shot the principal and another female student who is out of danger.,https://www.bbc.com/news/articles/cj98nvre2jeo
Three issues that matter to voters in the Bangladesh election,It's the first election since the 2024 Gen Z uprising that toppled Bangladesh's long-serving prime minister Sheikh Hasina.,https://www.bbc.com/news/videos/c2047rm71npo
Thai police arrest gunman after two injured in school siege,"The suspect has been detained and all hostages freed after a two-hour standoff at a school in southern Thailand, police said.",https://www.bbc.com/news/articles/c7vj364825qo
India orders social media firms to remove unlawful content within three hours,Critics worry the rules would be a compliance challenge for tech platforms and could expand censorship.,https://www.bbc.com/news/articles/c2lrn8q2q24o
'We are treated as outcasts': Acid attack survivor fights for justice and dignity,Malik recently petitioned India's top court to include survivors forced to ingest acid under disability law.,https://www.bbc.com/news/articles/c24dp6veylqo
The taekwondo teacher tasked with healing India's troubled state,Opinion is divided on whether Manipur's new chief minister Yumnam Khemchand Singh can bring calm to the state.,https://www.bbc.com/news/articles/cn0elx8g00do
Philippine top court says same-sex couples can co-own property,"The landmark decision said ""legitimate intimate relationships"" must not be ""legally invisible"".",https://www.bbc.com/news/articles/c70nwz7z7r1o
Thailand election: The result the polls never saw coming,"Why did a youthful, progressive party do so poorly compared to a transactional, old-style party?",https://www.bbc.com/news/articles/c5y6534y3y5o
"Twenty years is 'a death sentence', son of British media tycoon jailed by China says",A Hong Kong court sentences the 78-year-old British citizen Jimmy Lai to 20 years in prison after he was found guilty of national security offences last December.,https://www.bbc.com/news/articles/c77ely7nv2do
Hong Kong pro-democracy tycoon Jimmy Lai gets 20 years' jail,"Lai's supporters say this amounts to a death sentence, but authorities say it demonstrates the rule of law.",https://www.bbc.com/news/articles/c8d5pl34vv0o
Outrage as South Korean official suggests 'importing' foreign women to boost birth rate,"Jindo county head Kim Hee-soo had suggested ""importing young women from Vietnam or Sri Lanka"" for young rural men.",https://www.bbc.com/news/articles/c20z4254524o
Japanese stocks surge as Takaichi secures historic election victory,Prime Minister Sanae Takaichi's Liberal Democratic Party secured 316 out of 465 seats in Sunday's election.,https://www.bbc.com/news/articles/cjd9k852zdjo
Are Bangladesh's youth turning against India?,Anti-Indianism is rising in Bangladesh as ties between the South Asian neighbours sink to a new low.,https://www.bbc.com/news/articles/cjdjj44xxr5o
BBC reports from outside court after Jimmy Lai sentencing,The pro-democracy media tycoon was sentenced to 20 years in jail by the Hong Kong High Court.,https://www.bbc.com/news/videos/cdxzl7n9w0vo
"Who is Jimmy Lai, Hong Kong's pro-democracy tycoon?","The 78-year-old, who has been jailed for 20 years, was a prominent advocate for democracy in the former British territory.",https://www.bbc.com/news/articles/cgm2z7497yko
This billionaire tested China's limits. It cost him his freedom,"Jimmy Lai, who has been jailed for 20 years, always said he owed Hong Kong, a city that had given him ""everything"".",https://www.bbc.com/news/articles/c5yqr485d84o
Japan's PM Takaichi on course to win snap election by landslide,"Her ruling coalition is set to clinch a decisive win, taking two-thirds of the seats in the House of Representatives.",https://www.bbc.com/news/articles/cx2y7d2z29xo
Thai PM claims election victory with conservatives well ahead of rivals,The ruling conservatives defied opinion polls predicting a win for the reformist People's Party.,https://www.bbc.com/news/articles/cx2jn4z4eq0o
From classroom to camera: A teacher who has become a sensation in Indian cinema,"At 70, indigenous teacher Biana Watre Momin travelled 3,000km away from home to star in a film. That leap of faith has changed her life.",https://www.bbc.com/news/articles/c20zzn77w82o
Pakistan's famous kite festival cautiously returns after 19-year ban,"The event, which dates back centuries, was banned after injuries and fatalities caused by sharp strings and celebratory gunfire.",https://www.bbc.com/news/articles/c1dkd5ql91lo
Alleged mastermind among four arrested after Pakistan mosque blast,"The four are suspected of facilitating a suicide bombing that killed more than 30 people, Pakistan's interior minister said.",https://www.bbc.com/news/articles/cd6w69pj14xo
S Korean crypto firm accidentally pays out $40bn in bitcoin,The company quickly realised its mistake and managed to recover virtually all the missing tokens from customers.,https://www.bbc.com/news/articles/cz6y62nzjxxo
At the scene of deadly Pakistan mosque explosion,"At least 31 people have been killed after a suicide bomber detonated a device at a Shia mosque, according to police.",https://www.bbc.com/news/videos/cj4l415y4dno
The retired Indian factory worker who built a library of two million books,"Anke Gowda, whose library is open to everyone, recently received an Indian government award.",https://www.bbc.com/news/articles/cp873z18028o
